sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing
It seems like you want to avoid letting the blue square touch every green one.,-0.0020052458,-8.248536,-6.3962026,-0.016004687,-4.1441784,-0.8271768,-0.57503104,-0.7052521,-1.3948293,-1.3564553
This may be done by distracting the blue square long enough that time runs out.,-0.0008928788,-8.632063,-7.323708,-0.056875594,-2.8958478,-1.386879,-0.28751373,-0.49763992,-0.990926,-3.8924859
There may be another trick to it though.,-0.094264455,-inf,-2.4097457,-1.2352386e-05,-inf,-1.0087517e-05,-inf,-2.7848862e-05,-inf,-inf
"You need to push the uniquely colored blocks into each other, which will end up changing their colors.",-0.21391149,-1.6480641,-inf,-2.5885546,-0.078125276,-7.919092,-0.00036644045,-0.91295236,-0.51318926,-inf
"The pale yellow color they eventually will become is the final color, and acts as a black hole to eat any extra blocks you push in.",-0.03286344,-3.4937475,-inf,-0.033572856,-3.4117239,-5.7340555,-0.0032454433,-0.300671,-1.3557075,-6.4134583
The object is to eliminate all the unique colored blocks.,-0.15015154,-1.9712117,-9.627629,-0.23242015,-1.573437,-5.6413326,-0.0035593275,-4.227603,-0.0147333685,-10.732459
Make sure you stay away from the edges so the blocks don't become stuck.,-0.01608446,-4.141697,-11.042397,-8.304418,-0.00025275684,-0.044716828,-3.1302843,-0.0030357018,-5.819022,-10.848626
Avoid touching green squares at all costs.,-9.760729,-8.923875e-05,-10.758722,-8.950014,-0.00013369438,-7.7780666,-0.00042352435,-1.059827,-8.325309,-0.42593488
The goal is to reach the yellow square.,-5.127872,-0.00626719,-8.153585,-0.00030745665,-8.163227,-8.960985,-0.00013357517,-6.7990985,-0.0011228337,-inf
Every time you touch a white square you gain the ability to erase a single green square.,-8.721152,-0.000181849,-inf,-0.33469552,-1.2574022,-7.563572,-0.0005245577,-3.095428,-0.04640918,-10.300756
"Use this to plan ahead and reach all the whites, so you can then reach the yellow accordingly.",-0.001680775,-6.73486,-inf,-8.395187,-0.00023071514,-1.1191337,-0.39539978,-4.01873,-0.018154157,-inf
The red square does not seem to matter in this as far as I can tell.,-2.5321984,-inf,-0.08397153,-7.3458323e-06,-inf,-0.00045033416,-7.7339478,-2.2842309e-05,-inf,-inf
"The light blue boxes can be erased by using the purple boxes, but make sure you do not push them against the wall or they will become useless.",-0.0004330533,-8.591164,-inf,-7.4527225,-0.0005948549,-8.638462,-0.00018149138,-0.12278665,-2.5310261,-3.3321717
The goal is to reach the brown square in the level.,-3.7288618,-0.024445476,-9.243081,-8.900034e-05,-9.468616,-8.177275,-0.00028410007,-7.6044893,-0.00050430046,-inf
Traverse the field attempting to land on the light tan/mint colored square.,-1.1909403,-0.36567247,-6.186561,-1.0591574,-0.42586225,-2.3240821,-0.10301852,-1.7144424,-0.19866864,-inf
The unique colored squares will teleport you around the board.,-0.09242969,-2.4286246,-inf,-0.0020711562,-6.1902447,-9.021722,-0.00012320446,-0.012552037,-4.391018,-inf
It is ok to touch the stationary squares but do not hit any moving ones or you will lose a life!,-3.8163695,-0.022349758,-inf,-4.9030027,-0.0074607385,-7.0783453,-0.00084584096,-10.379687,-inf,-3.5597102e-05
Use the green squares to erase the orange ones and to push the pink ones.,-1.2751766,-0.32795298,-inf,-8.498643,-0.00021271907,-8.311425,-0.0002488231,-0.5531708,-0.8561741,-inf
Do not touch the orange squares or you will lose a life.,-12.738135,-8.89548e-06,-13.228072,-9.072147,-0.000118086034,-8.365401,-0.0002357217,-12.219568,-inf,-9.253091e-06
Also make sure not to push the green squares where they will end up immobile and block your progress to the yellow square.,-0.00013142951,-9.538242,-inf,-7.0180244,-0.00090431503,-2.3473744,-0.100517854,-0.58506787,-5.76836,-0.82177556
Blocks in motion will attempt to touch the unique colored blocks placed on the board.,-0.0041212616,-5.5438685,-inf,-0.22987299,-1.5831311,-9.260101,-9.6867785e-05,-0.0030541234,-5.8255925,-10.089193
"Orange are drawn to the pale yellow and the brown drawn to the red, changing their colors.",-0.112669155,-2.3202002,-4.845417,-0.0014705838,-6.530098,-6.82548,-0.0010896162,-0.0067141824,-5.024651,-9.734512
"First step is to sit on top of one of the stationary unique blocks, letting the moving blocks eat all the ones to your side.",-0.024120515,-3.8474371,-inf,-4.050806,-0.0175894,-2.9241726,-0.055215117,-2.558332,-0.0808672,-inf
The moving blocks cannot harm you.,-5.634696,-0.008609018,-5.310647,-0.00025371046,-8.371925,-2.2744992,-0.10854839,-0.00017159748,-8.974672,-11.054295
"Once you can get a chance, run to the other stationary blocks that were touched by the moving ones and revert their colors to the original.",-0.0030856133,-7.0434813,-inf,-6.957795,-0.00096207747,-1.431443,-0.27310055,-1.5970658,-0.2263859,-10.445363
The level is won by eliminating every colored block without every stationary one being changed.,-0.20995708,-1.6673813,-inf,-0.7166683,-0.67027587,-4.7171507,-0.008984439,-7.493377,-0.0006384541,-9.5211
Fill up your bar by collecting green squares.,-8.565927,-0.00021676833,-11.022239,-4.138918,-0.016084813,-4.1774025,-0.015464767,-2.963758,-0.05304858,-inf
"Once it is full, proceed to the single purple square on the board.",-2.8533304,-0.06009089,-7.9548206,-0.41540998,-1.0791731,-5.37273,-0.004655473,-0.120179325,-2.179292,-inf
Avoid the yellow and red squares which will chase you.,-5.2731676,-0.0051623625,-11.581693,-7.790662,-0.0004187562,-6.796576,-0.0011237874,-1.8309321,-inf,-0.1747775
"Also, if you put a white space below a brown square it will fall so be careful not to have it land on top of you.",-0.13783531,-2.0655315,-inf,-1.4330688,-0.27263406,-6.256463,-0.0019235178,-1.0366786,-5.341448,-0.44572282
You can grab a green below it and move right back where you were quickly to avoid the falling brown ones.,-0.3173362,-1.6015846,-2.8028307,-0.72023803,-0.6670421,-0.8797703,-0.5359802,-0.052474562,-2.976171,-inf
The goal is to reach the green square.,-5.6661835,-0.003660049,-8.748215,-0.0002326224,-8.440336,-8.214358,-0.00027409062,-4.2547784,-0.01430747,-inf
Do not touch the moving pale yellow ones.,-10.159166,-9.114601e-05,-10.034452,-6.9374466,-0.0009763599,-3.1518073,-0.043723688,-3.9058614,-inf,-0.020367045
"On some levels, you can touch to erase the blue squares, releasing a mint green one.",-0.6035624,-0.7929488,-7.5658636,-0.059162796,-2.8574111,-5.907621,-0.0027270135,-0.18713519,-1.7700648,-8.806792
This one can erase the orange squares on it's own.,-2.5405333,-0.09122105,-4.819868,-0.0005782929,-7.4752545,-3.3957293,-0.034101814,-0.38672075,-1.1378881,-inf
"On the final level, only open the left side blue blocks and quickly run down to the green square by being underneath the mint green as it erases the orange blocks.",-0.07621493,-inf,-4.5126867,-7.9186854,-0.00037514235,-1.8992594,-0.16215503,-5.103294,-0.006133553,-inf
Don't hit the light blue square.,-10.594254,-5.574252e-05,-10.6584,-6.860342,-0.0010529344,-2.9119434,-0.055912122,-3.4566276,-inf,-0.032076534
Can't figure out the game.,-inf,-inf,-4.3226137e-05,-1.0280384e-06,-inf,-2.8160932e-06,-inf,-0.09130363,-inf,-2.443179
Just pass one square of each colour.,-2.0699162,-0.16332482,-3.7295861,-4.494666,-0.011246586,-0.4291281,-1.0529628,-0.08479129,-2.5106144,-inf
Don't go near the light blue,-7.697935,-0.0008584583,-7.9094143,-4.476155,-0.01145403,-0.2854524,-1.3931203,-2.584877,-inf,-0.078458734
Don't hit the coloured blocks,-4.864163,-0.037503,-3.5462139,-5.8214316,-0.0029809102,-0.028645862,-3.5675805,-1.5132797,-9.567323,-0.24889642
Don't know,-inf,-inf,-0.00032986328,-3.7027545e-05,-inf,-0.007692867,-inf,-0.0142493,-inf,-inf
Don't hit the blocks,-2.848,-1.4597268,-0.34405565,-3.6249077,-0.027037827,-0.0012557073,-6.688416,-0.31827626,-inf,-1.3001679
Don't hit the blocks.,-3.6957455,-0.7554053,-0.68507373,-5.4468617,-0.0043299454,-0.0011231913,-6.8049564,-0.041480217,-inf,-3.2051346
Avoid the yellow moving blocks.,-9.335921,-0.00010926496,-11.285285,-10.057361,-4.6563837e-05,-1.7959208,-0.1815142,-0.44607544,-inf,-1.0221939
Hovering on the green ones has no effect.,-7.590585,-0.0022291176,-6.382652,-0.0027673135,-5.8972163,-1.35199,-0.29941392,-2.6299214e-05,-inf,-11.951712
I can't tell if the blue one is bad either.,-8.352458,-inf,-0.0004068395,-4.246537e-06,-inf,-2.4749568e-05,-11.224592,-0.00028350405,-inf,-8.562097
It honestly seems random as the green ones change to purple when touched.,-4.0785,-inf,-0.017189791,-4.365741e-06,-inf,-0.036735572,-3.3228455,-6.086828e-05,-inf,-10.575586
Push the blue and yellow blocks together twice to win.,-9.035039,-0.0001439459,-10.971761,-6.4457035,-0.0016022215,-1.3167267,-0.3120174,-10.795376,-2.5107178e-05,-inf
Most are direct but usually it's the pink and purple ones combined to make a yellow one.,-0.5866141,-inf,-0.8132052,-9.126521e-05,-9.427961,-0.0005799581,-7.5005856,-0.034780882,-3.3811421,-inf
Do not go too far and get the square stuck at the bottom of the screen.,-0.01944817,-3.9898806,-7.317321,-6.1150217,-0.0022230565,-0.0014984336,-6.5137854,-0.119534194,-inf,-2.1852863
Try to plan your next moves carefully!,-0.0012172596,-inf,-6.7670674,-8.833651,-0.00015240935,-9.133887e-06,-inf,-0.0012048733,-6.744369,-inf
Grab the white blocks first to push through the green.,-8.460193,-0.00025251842,-10.621604,-7.6704955,-0.00047261795,-0.5865566,-0.8125164,-0.38983643,-1.130828,-inf
One equals one you can break through.,-1.0216173,-5.2584453,-0.45540562,-0.7123843,-0.67440706,-0.14035141,-2.0333261,-0.021460935,-3.8596911,-inf
Very important: levels 3 and 4 avoid the red block at all costs.,-0.94474584,-0.50119,-5.5962257,-9.370812,-8.8285124e-05,-0.24016523,-1.5441699,-0.5964883,-5.7634635,-0.8077958
Move your block to the yellow one to win.,-11.038234,-3.3809047e-05,-11.379483,-0.031996533,-3.4588077,-0.58699316,-0.8119859,-9.88401,-5.3000836e-05,-inf
I was stumped on this one.,-inf,-inf,-4.2510914e-05,-1.2664457e-06,-inf,-1.504853e-06,-inf,-2.9641244,-inf,-0.05315948
You can push the purple blocks but you cannot touch the light blue ones without a loss.,-1.3190203,-0.31157392,-inf,-0.68814075,-0.6982516,-8.942214,-0.00013238314,-3.7164302,-9.541424,-0.02474173
You can warp via the light blue blocks.,-2.304311,-0.1053537,-8.822661,-0.32262453,-1.2884525,-9.027661,-0.00012272765,-0.029394379,-3.5447924,-inf
Yellow does nothing.,-8.016656,-0.097012654,-2.388736,-1.8074163e-05,-11.370786,-0.009258842,-4.6887803,-5.1689596e-05,-inf,-10.8815975
Your goal is to get to the seafoam green blocks.,-1.5677966,-0.23440541,-7.8526363,-7.0404574e-05,-10.2654,-7.183148,-0.00076722156,-2.7457726,-0.066374935,-inf
Avoid the moving ones.,-4.487102,-0.014058556,-5.9517856,-5.8370485,-0.002930872,-0.017629344,-4.048801,-0.0005655418,-inf,-7.5557203
It will count as a loss if you touch it.,-7.7585425,-0.00075304735,-8.299011,-0.9009909,-0.5211958,-4.9738784,-0.0069442373,-10.164457,-inf,-5.1808798e-05
"You can push the green blocks into the orange, pink or red ones to pass them.",-2.1172707,-0.1282781,-inf,-5.542499,-0.003936514,-7.73364,-0.00044187438,-1.1310742,-0.38974115,-inf
be very careful to not trap yourself in.,-0.04534746,-3.121731,-8.490416,-7.041029,-0.0008847766,-0.00085810066,-7.0828915,-0.67784256,-inf,-0.7089171
The goal is the yellow block.,-6.6651654,-0.0020850701,-7.1721997,-6.754368e-05,-9.820012,-7.7948604,-0.00041744497,-3.3269985,-0.03657595,-inf
"If you touch any other block without a green block in front, you will lose.",-6.126678,-0.0022542183,-10.224972,-3.9720407,-0.019024389,-7.355581,-0.0006422613,-10.110526,-inf,-4.823269e-05
Scoop up the orange ones on the first round.,-inf,-0.0010357875,-7.3368034,-5.139131,-0.0058933645,-0.030007338,-3.5219355,-1.1360047,-0.38739517,-inf
Then go after the green ones to advance.,-5.887968,-0.0029106697,-9.1118145,-3.566206,-0.028686404,-0.021956004,-3.8306775,-0.37330708,-1.1663731,-inf
Unfortunately I could not discern the pattern on the others even after having watched the video twice.,-10.566509,-inf,-0.00016432605,-3.1737043e-06,-inf,-9.133887e-06,-inf,-0.042556945,-inf,-3.1855795
The goal is the purple block.,-4.9054866,-0.011024128,-5.6584983,-1.50940705e-05,-inf,-7.8674016,-0.00038753584,-0.3239317,-1.285039,-inf
Fill up your bar with green blocks to be able to enter it.,-3.1641989,-0.0432578,-10.400292,-2.1969051,-0.117864616,-4.7758293,-0.008474154,-0.15328506,-1.9521933,-inf
The brown blocks fall when you touch them.,-8.193279,-0.0009402852,-7.4542694,-0.02885621,-3.5605202,-7.5182576,-0.0005460034,-0.05903942,-6.943889,-2.8779385
Move them carefully and avoid the blocks that drop.,-0.00030769507,-8.241464,-11.061244,-6.903937,-0.001011492,-0.00013321757,-9.002764,-0.0012891633,-7.3776264,-7.390764
failing to do so will result in a game over.,-0.9968896,-0.4751344,-4.715037,-0.080848396,-2.5557554,-0.71327513,-0.67348784,-12.387909,-inf,-1.9385403e-05
This one is easy.,-2.0379324,-inf,-0.14023878,-1.1637165e-05,-inf,-6.9882217e-06,-inf,-0.0010357875,-6.9370747,-inf
Press the purple blocks to get rid of them.,-10.567217,-3.6431527e-05,-12.398146,-7.6318,-0.00049631746,-3.0025964,-0.05094564,-0.023790075,-3.7545888,-inf
Touch the light green one to drop it.,-9.80243,-0.00012130453,-9.942803,-1.947413,-0.15397687,-3.51728,-0.030137585,-0.0054117385,-5.232819,-inf
When it presses an orange block it will destroy those blocks.,-4.57101,-0.013885035,-5.7381682,-0.23524998,-1.5626578,-6.4167533,-0.0016397121,-0.032145575,-3.4619284,-8.59233
Follow it down and avoid the other blocks to the green one to win.,-0.18073075,-1.8037528,-8.383957,-5.060083,-0.006377833,-0.036721326,-3.323371,-6.0371957,-0.0024077657,-11.828113
Important to act fast and efficiently.,-6.8854926e-05,-inf,-9.819979,-0.48674783,-0.95359814,-1.4855664e-05,-11.377703,-0.0010979532,-6.855554,-inf
It is really important that you do not block youself by knocking the desired square against the edge (or one of the blocks that cannot move).,-0.0036866518,-5.7223563,-inf,-7.7458525,-0.00044175517,-1.7567865,-0.18948568,-2.6827161,-6.8132377,-0.07212038
"There is no rush, so be very precise with your key presses, and take your time.",-0.000451407,-8.087937,-9.471162,-0.6388525,-0.75068986,-2.8564085e-05,-inf,-0.004268935,-5.468577,-inf
It is important to be precise with your key presses.,-0.0004769056,-8.753695,-8.191099,-0.7287695,-0.65881556,-8.029847e-05,-9.649668,-0.00032223423,-8.133211,-inf
Make sure you do not hit the green squares until you have collected the white squares as these allow you to get through safely.,-0.034132004,-3.403534,-inf,-8.214985,-0.00027480218,-1.7650367,-0.18777382,-0.37493402,-1.204993,-4.3763494
"You will need to collect them one-by-one, and in the correct order (i.e.",-0.15634048,-7.59039,-1.9404267,-2.254194,-0.11092729,-0.051961903,-2.9836216,-0.038323637,-3.2863781,-inf
the first white square wil allow you to allow get through one green square where you collect enough white squares to get through two green squares).,-0.3288508,-1.5305033,-inf,-3.721737,-0.02452272,-0.026608897,-3.6422648,-0.030641425,-3.5074975,-9.508219
Avpid the red square at all costs.,-8.45605,-0.00037883763,-8.998372,-7.7968426,-0.00041756415,-0.64674443,-0.7418906,-1.2116978,-inf,-0.35358745
Do your best!,-0.83720255,-inf,-0.56805277,-1.3306016e-05,-inf,-4.1273333e-06,-inf,-0.8953673,-0.5253379,-inf
Try to work out the pattern of how the danger pieces move.,-0.00011427152,-9.990461,-inf,-7.8729444,-0.00038765505,-0.018588375,-3.9953625,-0.0574617,-2.8869886,-inf
"Once you have done this, work out the way of getting to the desired square safely.",-0.00042280913,-8.771108,-inf,-7.802,-0.0004141073,-0.0011834424,-6.7539377,-0.43333712,-1.0454587,-inf
"It is important to note that there is no rush, so please take your time to do this, and move as slowly if it is safe to do so.",-0.007490793,-8.527823,-4.956076,-2.2053392,-0.11680202,-1.998142e-05,-11.4376745,-0.002311073,-6.0842757,-inf
"It is important to be very precise with your key presses, because if you go too far and knock it against the edge, you will be unable to move the (safe) green squares.",-0.011719152,-4.6322103,-inf,-2.2756712,-0.10844817,-0.7585059,-0.6318713,-1.5356841,-7.8742404,-0.24309295
The green squares themselves allow you to safely cover the dangerous pink squares.,-0.004507731,-5.420012,-inf,-0.43221548,-1.0473354,-7.7072234,-0.00045367188,-1.7831509,-0.18414801,-inf
Please take your time as there is no rush at all.,-0.15299436,-7.0718746,-1.9616015,-0.004662711,-5.376376,-4.763667e-05,-10.28027,-0.00061962724,-7.423557,-inf
"I think the best thing to do is act quickly, because otherwise it will be over before you know it, and you will lose your lives.",-0.025568727,-inf,-3.6834037,-0.018867413,-3.9814167,-5.50273e-05,-10.302258,-2.6368625,-1.5929611,-0.32162544
"I think you need to be very careful which green sqaures you go to (and in what order), because otherwise you will be hit by a moving brown sqaure.",-0.001087709,-inf,-6.986302,-0.6562193,-0.73160535,-0.14736637,-1.987912,-1.4542848,-6.066986,-0.26929104
"Also, note that you do not want to release the moving yellow squares unless you really have to, so leave that as late as you can.",-0.001731464,-6.6014934,-inf,-4.5213485,-0.0109476,-0.13724843,-2.054027,-0.07160328,-2.6845145,-7.4711833
"This is a game where you do need to act fast, but it is also important not to rush things too much, because you will lose a life.",-0.00015145572,-11.260911,-9.071706,-0.41169018,-1.086411,-0.00073185476,-7.247501,-2.7716908,-7.900782,-0.06505247
"As soon as you release the light green square, they will destroy the orange squares, and the beige squares will move around.",-1.6494436,-0.22061057,-inf,-0.010625412,-4.5512424,-6.526165,-0.0014686766,-0.17527343,-1.830997,-7.7561965
"Please do your best to avoid them (otherwise you will lose a life), and get to the dark green square as quickly and efficently as possible.",-0.003110811,-6.284792,-inf,-6.0491567,-0.0023713699,-0.065749146,-2.7550497,-6.4490294,-9.867374,-0.0016704189
"Keep alert, and you will be fine!",-0.10965929,-inf,-2.2671394,-0.0009680376,-6.9644575,-1.4259645e-05,-11.953494,-0.0004510494,-7.790517,-inf
Avoid the blue square.,-11.340553,-4.048445e-05,-11.003895,-8.96104,-0.0001345288,-1.6602495,-0.21085712,-0.0042121937,-inf,-5.4812975
The blue squares must go into the yellow squares to win.,-4.47721,-0.011454385,-11.715989,-0.034465358,-3.3856635,-6.682617,-0.0012589223,-8.809221,-0.00015478976,-inf
Push the red/orange squares into the purple squares to turn them into yellow squares.,-8.714369,-0.00016969022,-inf,-8.244103,-0.00027146813,-8.391831,-0.00022940392,-3.8952804,-0.02056081,-inf
Collect the white block to go through the green blocks.,-5.456329,-0.004567542,-8.29112,-5.1432624,-0.0058685937,-0.5709717,-0.8324864,-0.26129216,-1.4704311,-inf
Go onto the yellow block to win.,-inf,-0.00036299456,-8.220384,-0.0385088,-3.2768588,-6.3860607,-0.001689939,-8.430354,-0.00022213248,-inf
Use the purple blocks to destroy the blue blocks.,-2.7069838,-0.069132105,-inf,-6.9108706,-0.0010251893,-8.151514,-0.00029220225,-1.3682064,-0.29383698,-inf
Light blue teleports to yellow.,-6.727826,-0.010184303,-4.731925,-0.0009192008,-7.0036373,-3.2153053,-0.040985003,-8.792751e-05,-9.648476,-inf
Dark blue teleports to orange.,-6.3242407,-0.022006258,-3.9281323,-6.0391463e-05,-9.924655,-3.8559244,-0.021396406,-4.596782e-05,-10.752274,-inf
Avoid every other block and reach light green to win.,-0.5528814,-0.85802096,-inf,-7.898099,-0.00037466554,-0.90243024,-0.5201976,-8.881526,-0.0001688558,-10.991651
Use the green squares to remove the dangerous orange squares.,-0.10446894,-2.3115249,-inf,-6.491618,-0.0015230757,-8.038631,-0.00032616797,-1.496607,-0.25354585,-inf
Reach yellow to win.,-10.404884,-0.00024251631,-8.559107,-0.00056363817,-7.4950476,-6.389072,-0.0016855322,-8.684868,-0.00017362394,-inf
Avoid the yellow squares.,-12.290398,-1.7478143e-05,-12.08794,-10.723909,-2.4391957e-05,-2.6288142,-0.07491254,-0.1527258,-10.345977,-1.9552027
Fill up on green squares then hit purple to win.,-5.2916055,-0.0064262794,-6.6482263,-2.807687,-0.062264778,-1.602007,-0.22503671,-8.230549,-0.00027230257,-inf
Hit the green square to win.,-12.289901,-1.8074163e-05,-11.703834,-3.1629777,-0.04325346,-1.9796382,-0.1486522,-8.846401,-0.00014692599,-inf
Move over purple to destroy.,-8.527399,-0.0006847949,-7.691164,-4.1310673,-0.016216073,-0.4913269,-0.94635165,-0.0850748,-2.5085597,-inf
Release light green square,-7.7143135,-0.0045927074,-5.5106697,-0.39609638,-1.1179382,-0.06143062,-2.8211086,-0.00035739198,-8.103154,-inf
I have no idea what the aim of this game is.,-inf,-inf,-1.8789384e-05,-2.3392786e-06,-inf,-4.00813e-06,-inf,-0.00010163593,-inf,-11.058925
I tried avoiding the red blocks and collecting the other colours but that didn't help.,-11.872597,-inf,-0.00014525715,-3.650519e-06,-inf,-0.0012271352,-6.713448,-5.949054,-inf,-0.0026541322
I don't know how to win this game either.,-inf,-inf,-5.8245798e-05,-1.3856493e-06,-inf,-2.1008714e-06,-inf,-0.0016305516,-inf,-6.4521065
I collected the single white and green blocks but crossing the green line killed me.,-6.0797195,-6.9014034,-0.003589737,-1.4021238e-05,-11.575496,-0.034252964,-3.3917167,-10.210136,-inf,-6.456359e-05
Avoid the white blocks on the first level and get the red and green.,-7.379218,-0.0007542394,-9.8049345,-7.3841476,-0.00063130556,-0.892652,-0.52693313,-0.24661396,-3.8839526,-1.6207461
"On the 2nd level, the red line kills you.",-inf,-0.03770254,-3.7968616,-0.004291965,-5.4571214,-5.6828012,-0.0034133247,-12.733499,-inf,-4.4849444e-06
On level 1 you need to get to the blue block without the brown ones falling on you.,-inf,-1.508995,-0.54600906,-2.561778,-0.080340296,-3.0205977,-0.050014764,-0.55820227,-0.8810954,-4.327953
"On level 2, getting the blue block doesn't win the level.",-2.952716,-1.0566514,-0.5156224,-0.0002258278,-8.451915,-1.3404753,-0.30345562,-0.11653947,-6.4652734,-2.2238793
Touching a red block kills you.,-inf,-2.6895234e-05,-11.558022,-0.3230355,-1.2872746,-8.758325,-0.00015884268,-13.209901,-inf,-3.0545007e-06
You can push the light blue and orange blocks around but I'm not sure what the aim is.,-8.480465,-inf,-0.00027122974,-0.00031985383,-8.0762205,-0.010260174,-4.5872617,-0.00017660404,-9.968532,-inf
Pushing a light blue into a red makes a white.,-6.861556,-0.001269401,-8.520291,-0.106449686,-2.2930474,-7.6263103,-0.0004922682,-0.086024575,-2.4968312,-inf
Level 1 - Make your way to the bottom left corner.,-inf,-0.001971577,-6.962953,-7.2680535,-0.0007044489,-0.52526337,-0.89506394,-2.452669,-0.090038076,-inf
Level 2 - Make your way to the bottom right corner.,-7.8353314,-0.00087001,-8.145393,-4.526516,-0.010904325,-0.62047166,-0.77155083,-2.2921727,-0.106562756,-inf
Avoid the red blocks.,-inf,-1.5213274e-05,-11.992178,-9.29411,-0.000101993544,-1.1726394,-0.370439,-0.0017507458,-inf,-6.362629
Push the darker blue blocks around to wipe out the light blue blocks.,-4.2356024,-0.014626708,-inf,-7.2203445,-0.0007381579,-5.132867,-0.00592157,-1.6581665,-0.21144257,-9.8842945
Touching the green blocks does nothing.,-10.865885,-0.00024417418,-8.485083,-0.00070707133,-7.2695575,-2.3450887,-0.10075737,-3.9888433e-05,-inf,-10.590584
Don't know how to win this one.,-inf,-inf,-1.6524515e-05,-6.704273e-07,-inf,-1.147242e-06,-inf,-0.0039000576,-inf,-5.5823836
You can push the green blocks around to get past.,-0.7506929,-0.638846,-inf,-5.1035147,-0.0061045247,-7.69488,-0.0004583135,-0.0009331366,-7.0013604,-inf
Pushing a green into a red negates it.,-3.8401432,-0.021842986,-9.241793,-1.946688,-0.15405883,-7.1028385,-0.00082570664,-0.23960629,-1.546636,-inf
You lose a life when all yellow blocks turn to green.,-7.733516,-0.0006041454,-8.822095,-1.151535,-0.3800698,-7.503505,-0.0005562512,-9.931909,-inf,-6.17027e-05
"I could not figure out how to win, preventing all yellow blocks from turning green did not result in a win just left me stuck.",-inf,-inf,-0.00013953536,-1.5332478e-05,-11.953569,-0.00030590701,-8.132781,-4.346641,-inf,-0.013269054
You cannot pass through the green.,-8.658871,-0.00073231687,-7.5574646,-0.35365465,-1.2111814,-7.2437587,-0.0007168425,-0.0018863997,-inf,-6.298197
Collect the white blocks to pass through the green and collect the coloured blocks behind the green.,-2.1597242,-0.12556943,-inf,-6.0171046,-0.0024486617,-3.0729053,-0.04740206,-0.96237755,-0.4814205,-inf
One white block collected allows you to pass through one green.,-2.5617058,-0.080565676,-9.056016,-4.108148,-0.016585685,-4.8327446,-0.008001219,-0.10796535,-2.281536,-inf
Do not hit the yellow.,-inf,-0.00017922651,-8.854006,-6.791104,-0.0011334282,-0.02638529,-3.6488218,-0.33441153,-9.501417,-1.2587012
"Do not hit a yellow block, do not go under a brown block.",-7.213354,-0.0010339995,-8.429922,-8.808507,-0.00015193255,-1.8598151,-0.16926332,-2.792647,-inf,-0.06330931
Collect green blocks until full and then collect the dark blue block.,-6.8298492,-0.0011386694,-10.864283,-7.541049,-0.0005408813,-3.741324,-0.024017742,-1.0421479,-0.43508458,-inf
Combine blue and yellow blocks to win.,-6.110048,-0.0022900181,-9.781383,-2.2060206,-0.11671662,-4.2909985,-0.013790277,-9.432632,-8.363618e-05,-inf
To create a yellow block combine dark red and purple.,-5.939317,-0.0027002585,-10.468278,-1.6907808,-0.20382896,-3.319909,-0.03683577,-0.10008059,-2.3519192,-inf
Do not hit red or dark green blocks.,-11.28091,-4.2868523e-05,-10.953574,-8.567581,-0.00019436171,-3.1191442,-0.04520768,-2.5312452,-inf,-0.08295165
Collect light green box to win.,-10.974344,-3.6431527e-05,-11.230099,-2.1397038,-0.12525186,-4.4541745,-0.011704189,-6.5851097,-0.0013902351,-inf
"I believe the dark blue box will teleport you to the orange box, Light blue blocks teleport you to the yellow blocks I beleive.",-7.8705745,-inf,-0.00068026525,-0.00016420685,-8.874018,-0.005821668,-5.1571584,-0.00028672256,-8.716422,-inf
"Do not hit the light blue blocks, use the purple blocks to remove the blue blocks but be careful to not get stuck in the corners.",-0.00011439072,-10.905092,-inf,-10.532959,-3.22594e-05,-6.055629,-0.002352576,-1.9008818,-6.09838,-0.16460133
Collect the brown block to win.,-11.745688,-1.8193366e-05,-12.350158,-1.3398689,-0.30368838,-0.24115399,-1.5407355,-9.758025,-6.7901296e-05,-inf
DO not get hit by the light blue box.,-10.304063,-0.0001135563,-9.746545,-7.6497107,-0.00048167375,-3.3736322,-0.034875635,-6.277055,-inf,-0.0018949602
When all green squares are turned purple it is game over.,-7.3547544,-0.0012809455,-7.4385138,-0.08266645,-2.534336,-8.184063,-0.00028374247,-6.675788,-9.660014,-0.0013476153
I just went around the perimeter and won two rounds but I do not understand why.,-10.016406,-inf,-0.0001441843,-2.546479e-05,-inf,-0.001218094,-6.721296,-1.4616296,-0.2644861,-inf
"Collect the yellow block to win, Do not hit the red blocks, use the green blocks to remove the red blocks.",-2.3480208,-0.12383108,-inf,-10.043705,-4.9663133e-05,-3.9821587,-0.018827522,-8.023218,-0.00043507977,-10.320171
Be careful to not block your path with the green blocks,-0.04662402,-3.0901668,-10.616063,-8.580334,-0.00019614976,-0.97799146,-0.47173914,-0.12466838,-8.591803,-2.145985
Your avatar is the dark blue cube.,-10.4545555,-0.00018268342,-9.052341,-2.6537622e-05,-inf,-7.743418,-0.00043746384,-1.3663626e-05,-inf,-inf
You control it by using the directional arrow keys on your keyboard.,-9.304372,-0.00016337242,-9.799731,-0.000119754885,-inf,-0.4691847,-0.9823244,-2.2961513e-05,-inf,-inf
