sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing,abstract_tag,policy_tag,dynamics_tag,valence_tag
"For every ONE white square you eat, you can safely pass through ONE green square.",-5.0849566,-0.0064178747,-inf,-5.194115,-0.0055755945,-6.2493253,-0.0019364853,-0.03529344,-3.3695676,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"So, make sure to survey the level, count how many squares you need to eat to get to yellow square, and figure out the correct course from there.",-7.147741e-05,-11.447797,-inf,-8.587815,-0.00019388489,-0.00203035,-6.212661,-2.383526,-0.09681152,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"(For example, if there are two green squares to get to the yellow square, you may have to go back and eat a white square located on the other side of the maze.)",-0.29774058,-1.369785,-inf,-1.0315144,-0.4408524,-0.5730282,-0.8297421,-0.12761834,-2.1231627,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
You can teleport by touching light and dark blue squares.,-3.8123841,-0.022375522,-11.272833,-0.09112104,-2.441232,-8.73847,-0.00016361084,-0.064281106,-2.7783523,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"You can touch the yellow squares, but they do not have any relevance to winning.",-5.499794,-0.005094649,-6.9339542,-2.1411865e-05,-11.132906,-0.5540571,-0.85480404,-0.00018923594,-8.94293,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Avoid the red squares as they will kill you.,-11.772502,-1.4021238e-05,-inf,-7.0468,-0.00087668543,-6.3379445,-0.0017725197,-11.672956,-inf,-1.1041146e-05,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Be careful as these red squares can be quite fast.,-0.009508383,-4.671435,-9.433563,-0.9598045,-0.4828815,-0.11837634,-2.1927514,-0.0005299182,-inf,-7.5911994,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"However, they do follow specific patterns.. so if you watch for these patterns, you can move past them just fine!",-0.0008375041,-inf,-7.214237,-0.8344396,-0.5694173,-0.084313676,-2.5155175,-0.1077253,-2.2822459,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Basically just keep teleporting until you're able to touch the light green square and win.,-0.008728264,-5.466095,-5.4944477,-0.077730946,-2.5937908,-0.036437906,-3.3310242,-8.164246,-0.0002938711,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
The goal is to touch the dark blue square after eating enough green squares to fill up the bar on your square.,-1.7018757,-0.20505525,-inf,-0.0073599257,-4.9204116,-4.437686,-0.011900815,-5.008356,-0.0067291106,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"Red squares and yellow squares both move, and will kill you if you touch them.",-6.4544077,-0.0016105549,-10.606074,-0.00921113,-4.6933846,-9.621446,-6.778209e-05,-8.921335,-inf,-0.00014287306,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
The red squares attack you directly if you're close to them.,-4.5254445,-0.010942884,-10.512234,-0.014504876,-4.242254,-8.550723,-0.00019519613,-4.798833,-inf,-0.008295881,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Brown blocks will kill you if they land on you (they fall when you pass underneath them).,-7.541225,-0.0005753128,-inf,-0.8445942,-0.5617172,-10.350387,-3.3213026e-05,-11.496472,-inf,-1.640531e-05,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"When you move, you turn the light blue squares into grey squares.",-7.08109,-0.0008592927,-11.504577,-0.024759408,-3.711607,-6.733198,-0.0011940368,-0.0071988585,-4.989104,-8.183837,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"Be mindful of this grey path you make when moving, because it is only this grey path that red and yellow squares can move along.",-0.0012166635,-6.8848,-inf,-4.78811,-0.008377814,-7.078856,-0.00084917503,-0.186122,-1.7753019,-8.789205,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
So try not to move in such a way that you end up with a bunch of yellow and red squares moving along this grey path and attacking you.,-0.0004102964,-inf,-8.018089,-0.21169718,-1.6568209,-0.002089354,-6.178767,-1.3529526,-6.135196,-0.30226097,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Invaders are trying to turn your yellow and/or red squares into their own bases.,-0.008336433,-4.973745,-6.955362,-0.06893863,-2.709312,-8.668502,-0.00017445837,-1.0725446,-6.254788,-0.42190984,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Dart very quickly left and right to reclaim your yellow and/or red squares.,-0.14269313,-2.382298,-3.2700849,-1.653274,-0.21254686,-0.07476367,-2.6310477,-0.4147453,-1.0818787,-7.8912907,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"If they claim them all, you lose.",-1.8745805,-0.21983154,-3.1408157,-0.084439225,-2.5140429,-1.3004282,-0.318054,-7.2419276,-inf,-0.00076257996,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
I realised that you can actually just sit directly on one of your squares until all of the invaders have attacked and are gone.,-6.3066206,-inf,-0.012910078,-0.0006844374,-7.3378577,-0.21463506,-1.6444179,-1.2536092,-0.3453374,-5.0986238,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"It's less fun, but it does guarantee your bonus!",-0.20385677,-inf,-1.6939251,-6.146429e-05,-10.309311,-0.004677069,-5.372092,-0.12634246,-2.133331,-9.42288,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"In the case of rounds with both yellow and red squares, once all the invaders for the colour you're sat on are gone, you switch and go reclaim all the other coloured bases until all the invaders are gone on that side too.",-0.021844273,-5.2698436,-inf,-2.2308147,-0.113695785,-1.8190925,-0.17697215,-1.0100449,-0.45313343,-9.241366,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Hopefully that makes sense.,-5.8418207,-inf,-0.0030279828,-1.11603495e-05,-inf,-1.2590794e-05,-inf,-3.5358695e-05,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Good luck dude!,-8.726191,-inf,-0.00025573693,-1.7478143e-05,-inf,-6.511407e-06,-inf,-8.089449e-05,-11.487842,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Push all the blue squares into the yellow squares to win the game.,-9.050463,-0.00012035091,-inf,-5.168257,-0.005722336,-6.1448684,-0.0021490732,-12.861786,-5.9153886e-06,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Pass through red squares to turn them into light yellow squares.,-8.718111,-0.0001788689,-11.413641,-3.8133013,-0.022348704,-5.989834,-0.0025101432,-1.5644227,-0.23485003,-10.226807,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Push orange squares onto purple squares to turn them into light yellow squares.,-7.5098133,-0.00055887003,-inf,-7.2525043,-0.0007173156,-8.667717,-0.00017541199,-1.4534175,-0.2663181,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Pass through light pink squares to turn them into orange squares.,-7.492024,-0.00058603747,-10.755452,-7.0625076,-0.0008659644,-7.7486067,-0.00043567579,-1.0773811,-0.41640475,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"Nothing can kill you, so just keep trying different colour combinations, pushing one box onto another, until you get it basically.",-3.0184114,-inf,-0.052242085,-0.0066622007,-5.0187607,-0.010210965,-4.591626,-0.42813808,-1.0563805,-7.7406955,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Just be careful not to trap any blocks in corners where you can no longer move them!,-0.00019555374,-9.350194,-9.413674,-7.698743,-0.00046069757,-0.056537785,-2.9013827,-0.10976835,-6.865622,-2.274712,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Get to the dark green square to win.,-8.913771,-0.000260859,-9.153481,-0.00052586896,-7.6262183,-7.8307443,-0.00040087933,-7.665128,-0.0004745215,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Yellow and orange squares will kill you if you touch them.,-10.193738,-4.6563837e-05,-12.432101,-2.7596807,-0.06541913,-10.972695,-1.8074163e-05,-11.868129,-inf,-9.014684e-06,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Light green squares will eat away at these orange squares (which are often blocking the path to the dark green square).,-0.0056793108,-5.353671,-inf,-0.04366173,-3.1538455,-8.32892,-0.00024429336,-0.075189225,-2.8793788,-4.1314025,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"To release the light green square, you must eat the purple squares surrounding it.",-6.1984096,-0.0020787632,-inf,-1.8324379,-0.17442551,-7.9604583,-0.00035238542,-0.116383605,-2.2106657,-9.083529,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Be fast!,-0.011836374,-9.742963,-4.455526,-0.013542636,-4.3105206,-8.89548e-06,-inf,-0.00019960667,-8.852473,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Especially in the later rounds, as the yellow squares move very quickly.",-0.026733093,-inf,-3.6775644,-1.2233183e-05,-inf,-0.00026145502,-8.295181,-0.0013599978,-7.4457035,-7.223692,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
you let your square touch light blue square before the green squares turn into dark blue squares.,-0.23439504,-3.033986,-1.8371019,-3.3048406,-0.03741895,-0.50975966,-0.9179895,-0.1303792,-2.8848176,-2.716805,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"and remember, a green suqyare will kill you without eating a white square first.",-2.1663873,-3.0296495,-0.18347146,-0.9834484,-0.4685005,-0.018343903,-4.012162,-4.1539216,-inf,-0.015884789,ignorance statements or specific experiences,"policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
- that was the message that I was given but I still lost and I am not sure why.,-11.669492,-inf,-4.0842064e-05,-6.869018e-06,-inf,-1.4140442e-05,-11.662379,-5.096599,-inf,-0.0062574777,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
You can push the green blocks as far as you want.,-2.425438,-0.0926189,-12.140707,-0.87345,-0.5405337,-2.9484348,-0.053859614,-0.009005579,-4.7188807,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"and remember, a green square will kill you without eating a white square first.",-0.13776852,-2.0533702,-inf,-1.9781709,-0.14890337,-3.0819776,-0.0469662,-4.9694448,-inf,-0.0069965585,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
You have a small white bar in your blue box that will show you how many white boxes you ate.,-6.1727824,-0.002622147,-7.683061,-0.000736489,-7.2633214,-0.99875736,-0.45946023,-0.18977979,-1.7560124,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
The goal is to reach the lightest green square.,-0.8353333,-0.56894916,-inf,-0.00021772196,-8.507317,-7.5806894,-0.0005139523,-4.8696804,-0.007715228,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"ignore the darker ones

You can teleport by touching light and dark blue squares.",-0.112985015,-inf,-2.3120513,-2.2614727,-0.110563196,-0.69345045,-0.6950145,-0.011484202,-6.3891563,-4.7147064,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
be fast and you can take blocks from under them and move back to where you were.,-0.044577073,-6.7915444,-3.1918778,-0.605565,-0.7892751,-0.0006127171,-7.419228,-1.0605104,-0.42527935,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"the color combinations seem to change each round

Good luck!",-1.5229759,-inf,-0.24627307,-1.9504607e-05,-inf,-3.23786e-05,-inf,-0.0086833555,-4.75336,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Touch the green squares before the light blue square comes into contact with it.,-6.1455283,-0.0023380665,-9.55069,-7.46845,-0.0005772201,-5.5238543,-0.0040008733,-1.6258162,-0.21978371,-7.6098957,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
You can push green blocks into pink blocks to move them.,-1.3658204,-0.2946496,-inf,-6.48395,-0.0015341435,-8.326451,-0.0002454854,-0.13190965,-2.091365,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
You are the singular blue square in the first puzzle.,-inf,-0.003136959,-6.075628,-5.252402e-05,-inf,-5.2970223,-0.0050245444,-4.7755875e-05,-10.236797,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"You will remain this same blue square in all the levels
Clear a path by pushing dark blue squares onto light blue squares - this will make the light blue square disappear.",-2.4894485,-0.08769988,-inf,-5.871169,-0.0028446987,-6.5088596,-0.0014971261,-1.250559,-0.33768475,-9.511938,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
You can push dark blue squares into other dark blue squares to remove them.,-6.018323,-0.002444143,-inf,-5.4032474,-0.004519839,-7.6654744,-0.00047178348,-3.2154608,-0.04098787,-11.865739,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Yellow and orange squares are possible teleportation locations after touching a blue square.,-0.3517921,-1.2172477,-inf,-0.16229157,-1.8986559,-8.45175,-0.00021700673,-0.023495398,-3.7653701,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
You can touch them and they won't harm you.,-8.26613,-0.001320358,-6.8998017,-0.00021664912,-8.473474,-0.6409201,-0.7483153,-0.0013464233,-6.64007,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"After teleporting, take your time to plan your next move, as red squares don't go through teleport exit points.",-0.25838485,-1.4805146,-inf,-6.9225655,-0.0009936298,-7.2709184,-0.0006987345,-0.8640341,-0.5489649,-7.13878,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Be fast and you can take blocks from under them and move back to where you were.,-0.0014539248,-7.853331,-7.0346837,-0.57870907,-0.8226704,-0.0009261109,-6.9993067,-0.48899832,-0.95030963,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
You can beat all 4 levels without interacting with these enemies if you plan your moves correctly.,-0.0011955865,-7.40538,-inf,-4.916272,-0.007367141,-2.763939,-0.06512653,-5.2451997,-0.005318312,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"(If you've ever played Dig-Dug, this game is similar to that) 

Good luck!",-inf,-inf,-0.00044294354,-2.6537622e-05,-11.416033,-6.146429e-05,-10.062571,-0.002298705,-6.090567,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
You can actually just sit directly inside of one of your squares until all of the invaders have attacked and are gone.,-2.403389,-inf,-0.16087522,-0.0015897235,-6.472369,-1.0715098,-0.4193396,-0.96376723,-0.50725096,-4.13988,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"It's less fun, but it does usually guarantee you'll win.",-0.13309598,-inf,-2.0871956,-0.00024691585,-8.386466,-0.0019025783,-6.2738695,-0.96363246,-0.48068222,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"A previous participant told me this, but on level 3, I sat inside the middle yellow square and still lost the game, however.",-10.521621,-inf,-0.00016706773,-3.0828953e-05,-inf,-0.00026133584,-8.343027,-4.8542995,-inf,-0.007875265,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"The final level of the game, just follow the empty space to the dark green square without touching anything.",-0.34323764,-2.298497,-2.0887973,-1.9776553,-0.14898862,-1.2444308,-0.33984208,-5.360383,-0.004744588,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
avoid moving over the light-blue square.,-8.483384,-0.0002734946,-9.84126,-8.754188,-0.00016086915,-2.2468073,-0.11177089,-0.27589068,-inf,-1.4230026,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Move the purple square over the light blue square to remove them.,-10.136151,-4.4894987e-05,-inf,-6.273581,-0.0018946026,-5.2298665,-0.005373441,-0.074027345,-2.641267,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Be careful when moving the purple squares as they can get stuck.,-0.0045280308,-5.407421,-inf,-4.9178405,-0.007352232,-2.9719763,-0.05256935,-0.038531166,-inf,-3.2775981,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Yellow squares move randomly and are also dangerous if they touch you.,-6.738223,-0.0012046386,-11.291377,-0.0055741677,-5.195058,-10.222764,-3.7385154e-05,-6.6337333,-inf,-0.0013347632,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Release the light-green square which will destroy the orange square.,-8.144089,-0.0003034074,-inf,-5.121815,-0.005997052,-7.646258,-0.00048131612,-1.5745609,-0.23213455,-10.995797,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
The goal is to move your square over the darker-green square to win.,-6.7287545,-0.001225228,-11.00372,-0.0007067138,-7.282176,-4.209726,-0.01496662,-11.232187,-1.867018e-05,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
avoid making contact with the light-green square.,-7.8364944,-0.0005436193,-9.016054,-8.523527,-0.00020199074,-1.4390566,-0.27072167,-0.6105077,-10.596487,-0.7834871,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
try and reach the dark-blue square.,-4.567929,-0.015652338,-5.3113847,-0.00050465803,-7.642335,-3.0498934,-0.04854297,-0.04837397,-3.0669973,-7.5680084,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Perhaps make contact with the light-blue square after.,-0.11562196,-8.689692,-2.2191281,-0.28800848,-1.3854854,-0.0005152635,-7.597672,-0.002367682,-6.083157,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"first, make contact with the white square.",-6.965598,-0.0013855936,-7.8021727,-2.4310887,-0.092078365,-0.8280011,-0.574379,-0.12790874,-2.1207447,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Then break the green barrier.,-4.851021,-0.008483849,-7.4324512,-2.8713381,-0.058326844,-0.015125847,-4.200581,-0.046133295,-3.1007597,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Do not touch another green square after.,-6.662396,-0.005152043,-5.603865,-6.1101274,-0.0022288829,-0.21040486,-1.6622138,-0.04483082,-9.710248,-3.1305165,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
the aim is to destroy all squares from the game.,-0.2977667,-1.358077,-inf,-0.13985929,-2.0367098,-5.57419,-0.0038070916,-7.562713,-0.00053158705,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
try and move squares over each other to either eliminate them or to form a new coloured square which can then be used on another to destroy it.,-0.0019617015,-6.4915514,-inf,-6.137942,-0.0021709593,-5.2413898,-0.0053114276,-2.7606134,-0.06541533,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
press the spacebar and arrow key to destroy the orange squares that come down from the blue squares.,-9.683616,-0.00014764121,-9.933402,-1.7179109,-0.19780935,-4.9435525,-0.007162639,-0.879565,-0.5370147,-7.8286505,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
if the orange square makes contact will all the yellow squares then it's game over.,-5.8518643,-0.003227741,-8.146621,-0.64101005,-0.7482488,-5.906917,-0.0027289097,-9.08911,-inf,-0.00014251545,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
aim is to reach the light green square.,-0.16635732,-1.8792346,-7.8507524,-9.1026806e-05,-9.4709635,-7.7664104,-0.00042852355,-2.8058136,-0.06239011,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Avoid any squares that are moving.,-4.9011297,-0.008101381,-7.412883,-8.08711,-0.0003119864,-1.9239122,-0.15788086,-0.0031659566,-inf,-5.773874,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
some squares will teleport you to a different square.,-0.0709721,-2.6835287,-9.155184,-8.208653e-05,-9.57036,-9.000691,-0.00012713818,-0.00036930136,-8.019717,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
aim is to move any green square over the yellow square to win.,-4.6194706,-0.010135448,-8.589308,-0.0709238,-2.6818895,-2.8288276,-0.0609101,-10.743405,-3.106736e-05,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"moving a green square over an orange square changes it to green
avoid touching the pink square",-2.7671373,-0.065648794,-inf,-6.604388,-0.0013645238,-5.9937553,-0.0025022943,-0.056767814,-7.039127,-2.9178898,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
the aim is to touch the purple square when your square has a full green meter.,-0.6725213,-0.71652764,-inf,-0.083861485,-2.5207722,-4.177074,-0.015469824,-4.8663235,-0.0077533186,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"to gain meter, collect the green square.",-9.059971,-0.00014323067,-10.888832,-5.7001143,-0.003363789,-2.4023623,-0.09488059,-1.7653048,-0.18776533,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
be careful of falling brown squares.,-1.4630964,-0.26779914,-5.720007,-8.260009,-0.00026610398,-1.1028101,-0.40340832,-0.038256876,-inf,-3.2842038,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"if there are no squares below a brown square, the brown square will fall down.",-5.9022727,-0.002810821,-10.05683,-2.2707992,-0.10898539,-7.9638953,-0.00035036262,-0.005692827,-5.2205215,-8.469287,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"if you are below it, you will lose a life.",-6.3399405,-0.0021889259,-8.114947,-0.3221397,-1.2896595,-6.088931,-0.0022745582,-9.73271,-inf,-7.2192626e-05,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Avoid moving over the light-blue square, each purple square omits a blue square so moving a purple square by a light blue one gets rid.",-0.03874415,-4.669615,-inf,-4.021146,-0.018115172,-2.9374423,-0.054469645,-0.10218348,-4.60077,-2.443536,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
